,Fan,Refrigerator,AirConditioner,Television,Monitor,Month,City,Company,MonthlyHours,TariffRate,ElectricityBill
21995,6,19.0,0.0,11.0,1.0,1,Navi Mumbai,Reliance Energy,483,9.3,4491.900000000001
21996,8,22.0,1.0,3.0,1.0,10,Navi Mumbai,Indowind Energy,375,9.3,3487.5000000000005
21997,14,23.0,3.0,6.0,1.0,8,Nagpur,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),510,8.9,4539.0
21998,19,23.0,2.0,18.0,1.0,7,Ratnagiri,Guj Ind Power,636,7.4,4706.400000000001
21999,19,22.0,3.0,11.0,1.0,10,Gurgaon,Torrent Power Ltd.,486,8.3,4033.8
22000,14,23.0,2.0,21.0,1.0,11,New Delhi,Unitech Power Transmission Ltd.,701,8.5,5958.5
22001,21,22.0,2.0,15.0,1.0,11,Kolkata,Bonfiglioli Transmission Pvt. Ltd.,668,8.7,5811.599999999999
22002,23,22.0,2.0,4.0,1.0,3,Shimla,Reliance Energy,637,7.7,4904.900000000001
22003,10,23.0,3.0,14.0,1.0,9,Navi Mumbai,Reliance Power,437,9.3,4064.1
22004,17,23.0,0.0,11.0,1.0,11,New Delhi,Indowind Energy,483,8.5,4105.5
22005,23,22.0,0.0,12.0,1.0,9,Navi Mumbai,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",601,9.3,5589.3
22006,19,23.0,3.0,7.0,1.0,8,Chennai,Unitech Power Transmission Ltd.,540,8.8,4752.0
22007,21,23.0,3.0,20.0,1.0,7,Pune,Orient Green,787,9.1,7161.7
22008,12,23.0,0.0,12.0,1.0,11,Mumbai,SJVN Ltd.,431,9.2,3965.2
22009,11,22.0,3.0,10.0,1.0,8,Dahej,Sunil Hitech Eng,537,7.6,4081.2
22010,10,17.0,2.0,10.0,7.0,2,Shimla,Unitech Power Transmission Ltd.,430,7.7,3311.0
22011,16,23.0,3.0,3.0,1.0,9,Gurgaon,Adani Power Ltd.,530,8.3,4399.0
22012,6,18.0,3.0,16.0,1.0,4,Vadodara,Reliance Energy,435,7.8,3393.0
22013,11,23.0,3.0,8.0,1.0,1,New Delhi,Neueon Towers / Sujana Towers Ltd.,500,8.5,4250.0
22014,22,23.0,1.0,17.0,1.0,3,Kolkata,Neueon Towers / Sujana Towers Ltd.,684,8.7,5950.799999999999
22015,12,22.0,0.0,15.0,1.0,3,Shimla,Guj Ind Power,561,7.7,4319.7
22016,13,22.0,0.0,15.0,1.0,10,Dahej,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),536,7.6,4073.6
22017,15,22.0,2.0,14.0,1.0,7,Nagpur,NTPC Pvt. Ltd.,553,8.9,4921.7
22018,15,22.0,1.0,15.0,1.0,9,Faridabad,TransRail Lighting,516,8.1,4179.599999999999
22019,23,23.0,1.0,20.0,1.0,3,Hyderabad,Tata Power Company Ltd.,765,8.4,6426.0
22020,18,23.0,3.0,10.0,1.0,2,Gurgaon,L&T Transmission & Distribution,566,8.3,4697.8
22021,10,23.0,2.0,9.0,1.0,8,Shimla,JSW Energy Ltd.,552,7.7,4250.400000000001
22022,12,22.0,0.0,19.0,12.0,4,Chennai,JSW Energy Ltd.,579,8.8,5095.200000000001
22023,10,17.0,2.0,21.0,1.0,2,Shimla,Jyoti Structure,431,7.7,3318.7000000000003
22024,14,23.0,1.0,14.0,12.0,12,Noida,Torrent Power Ltd.,634,8.2,5198.799999999999
22025,13,23.0,1.0,5.0,1.0,1,Ahmedabad,Sterlite Power Transmission Ltd,516,7.9,4076.4
22026,23,23.0,1.0,5.0,1.0,11,Ahmedabad,Unitech Power Transmission Ltd.,619,7.9,4890.1
22027,22,23.0,0.0,22.0,1.0,7,Noida,Adani Power Ltd.,697,8.2,5715.4
22028,21,23.0,3.0,7.0,1.0,10,Kolkata,Torrent Power Ltd.,551,8.7,4793.7
22029,21,23.0,3.0,13.0,1.0,4,Navi Mumbai,Sterlite Power Transmission Ltd,575,9.3,5347.5
22030,21,23.0,2.0,22.0,1.0,6,Pune,TransRail Lighting,630,9.1,5733.0
22031,16,23.0,1.0,14.0,1.0,4,Dahej,Kalpataru Power,430,7.6,3268.0
22032,9,18.0,0.0,10.0,1.0,12,Kolkata,GE T&D India Limited,319,8.7,2775.3
22033,13,23.0,0.0,5.0,12.0,12,Navi Mumbai,JSW Energy Ltd.,485,9.3,4510.5
22034,15,23.0,0.0,3.0,12.0,1,Mumbai,Torrent Power Ltd.,458,9.2,4213.599999999999
22035,7,18.0,0.0,10.0,1.0,1,Pune,Unitech Power Transmission Ltd.,422,9.1,3840.2
22036,7,20.0,3.0,8.0,7.0,7,Gurgaon,Power Grid Corp,382,8.3,3170.6000000000004
22037,6,20.0,2.0,19.0,1.0,2,Noida,NTPC Pvt. Ltd.,430,8.2,3525.9999999999995
22038,5,18.0,3.0,16.0,7.0,6,Mumbai,Neueon Towers / Sujana Towers Ltd.,556,9.2,5115.2
22039,22,22.0,0.0,4.0,1.0,7,Navi Mumbai,NTPC Pvt. Ltd.,309,9.3,2873.7000000000003
22040,7,22.0,3.0,21.0,1.0,10,Faridabad,Indowind Energy,528,8.1,4276.8
22041,15,23.0,0.0,20.0,1.0,12,Mumbai,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,488,9.2,4489.599999999999
22042,9,22.0,2.0,11.0,1.0,3,Ahmedabad,Jaiprakash Power,512,7.9,4044.8
22043,10,20.0,0.0,10.0,7.0,6,Ratnagiri,Adani Power Ltd.,366,7.4,2708.4
22044,5,17.0,1.0,17.0,1.0,5,New Delhi,GE T&D India Limited,379,8.5,3221.5
22045,13,23.0,1.0,4.0,12.0,5,Chennai,Torrent Power Ltd.,463,8.8,4074.400000000001
22046,7,21.0,2.0,11.0,1.0,2,Gurgaon,L&T Transmission & Distribution,305,8.3,2531.5
22047,12,23.0,1.0,10.0,1.0,9,Navi Mumbai,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),522,9.3,4854.6
22048,5,20.0,0.0,21.0,1.0,11,Ahmedabad,Ringfeder Power Transmission India Pvt. Ltd.,314,7.9,2480.6
22049,17,23.0,3.0,3.0,1.0,6,Vadodara,NLC India,405,7.8,3159.0
22050,22,23.0,2.0,12.0,1.0,10,New Delhi,Torrent Power Ltd.,722,8.5,6137.0
22051,19,23.0,2.0,3.0,1.0,11,Noida,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),535,8.2,4387.0
22052,21,22.0,1.0,13.0,12.0,7,Faridabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,597,8.1,4835.7
22053,15,23.0,1.0,10.0,1.0,2,Pune,Adani Power Ltd.,455,9.1,4140.5
22054,21,22.0,1.0,13.0,1.0,4,Ahmedabad,CESC,517,7.9,4084.3
22055,22,23.0,1.0,10.0,1.0,1,Chennai,JSW Energy Ltd.,459,8.8,4039.2
22056,12,23.0,0.0,10.0,1.0,6,Dahej,Jaiprakash Power,541,7.6,4111.599999999999
22057,21,23.0,1.0,20.0,1.0,3,Mumbai,Orient Green,706,9.2,6495.2
22058,17,23.0,0.0,5.0,1.0,6,Shimla,Neueon Towers / Sujana Towers Ltd.,435,7.7,3349.5
22059,10,22.0,0.0,6.0,1.0,11,Kolkata,Indowind Energy,297,8.7,2583.9
22060,10,18.0,3.0,10.0,1.0,3,Navi Mumbai,NHPC,353,9.3,3282.9
22061,20,22.0,1.0,9.0,1.0,8,Pune,Unitech Power Transmission Ltd.,417,9.1,3794.7
22062,19,23.0,0.0,4.0,1.0,4,Vadodara,Orient Green,547,7.8,4266.599999999999
22063,15,22.0,2.0,3.0,1.0,6,Navi Mumbai,Tata Power Company Ltd.,373,9.3,3468.9
22064,22,22.0,0.0,14.0,1.0,10,Noida,NHPC,578,8.2,4739.599999999999
22065,15,23.0,2.0,12.0,1.0,8,New Delhi,KEC International,629,8.5,5346.5
22066,9,17.0,1.0,18.0,1.0,7,Ahmedabad,Guj Ind Power,399,7.9,3152.1000000000004
22067,22,22.0,0.0,14.0,1.0,5,Shimla,Sterlite Power Transmission Ltd,421,7.7,3241.7000000000003
22068,9,20.0,2.0,18.0,1.0,6,Navi Mumbai,Unitech Power Transmission Ltd.,584,9.3,5431.200000000001
22069,7,17.0,2.0,20.0,7.0,1,Mumbai,SJVN Ltd.,619,9.2,5694.799999999999
22070,20,22.0,0.0,18.0,12.0,12,Pune,Reliance Energy,541,9.1,4923.099999999999
22071,9,22.0,3.0,21.0,1.0,3,New Delhi,Jyoti Structure,623,8.5,5295.5
22072,23,22.0,1.0,7.0,1.0,5,Shimla,Jaiprakash Power,613,7.7,4720.1
22073,14,23.0,1.0,7.0,1.0,7,Navi Mumbai,Tata Power Company Ltd.,407,9.3,3785.1
22074,12,22.0,1.0,7.0,1.0,4,Ahmedabad,Tata Power Company Ltd.,372,7.9,2938.8
22075,13,22.0,2.0,10.0,1.0,1,Shimla,Optibelt Power Transmission India Private Limited,427,7.7,3287.9
22076,11,22.0,3.0,16.0,1.0,12,Vadodara,NHPC,634,7.8,4945.2
22077,5,17.0,0.0,6.0,1.0,6,Mumbai,Power Grid Corp,277,9.2,2548.4
22078,15,22.0,0.0,11.0,1.0,7,Navi Mumbai,Kalpataru Power,343,9.3,3189.9
22079,20,22.0,3.0,15.0,1.0,3,Faridabad,SJVN Ltd.,710,8.1,5751.0
22080,19,23.0,1.0,4.0,1.0,7,New Delhi,Indowind Energy,414,8.5,3519.0
22081,22,23.0,3.0,6.0,1.0,3,New Delhi,Indowind Energy,511,8.5,4343.5
22082,12,23.0,1.0,3.0,1.0,5,Kolkata,L&T Transmission & Distribution,389,8.7,3384.3
22083,13,23.0,0.0,8.0,12.0,6,New Delhi,TransRail Lighting,431,8.5,3663.5
22084,12,23.0,1.0,15.0,1.0,6,Vadodara,NTPC Pvt. Ltd.,600,7.8,4680.0
22085,22,23.0,3.0,14.0,12.0,7,Gurgaon,Adani Power Ltd.,701,8.3,5818.3
22086,16,23.0,3.0,3.0,1.0,7,Vadodara,Adani Power Ltd.,500,7.8,3900.0
22087,22,22.0,0.0,4.0,1.0,5,Kolkata,L&T Transmission & Distribution,573,8.7,4985.099999999999
22088,21,23.0,1.0,4.0,1.0,8,Pune,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",388,9.1,3530.8
22089,15,23.0,2.0,13.0,12.0,9,Kolkata,TransRail Lighting,732,8.7,6368.4
22090,20,23.0,3.0,7.0,1.0,5,Faridabad,Power Grid Corp,652,8.1,5281.2
22091,6,23.0,1.0,19.0,1.0,2,Noida,Tata Power Company Ltd.,547,8.2,4485.4
22092,12,23.0,2.0,11.0,12.0,8,Ratnagiri,Ringfeder Power Transmission India Pvt. Ltd.,706,7.4,5224.400000000001
22093,11,23.0,2.0,8.0,1.0,9,Ratnagiri,NHPC,489,7.4,3618.6
22094,23,23.0,3.0,13.0,1.0,5,Shimla,JSW Energy Ltd.,731,7.7,5628.7
22095,8,17.0,2.0,13.0,1.0,10,Navi Mumbai,Jaiprakash Power,514,9.3,4780.200000000001
22096,23,23.0,0.0,3.0,1.0,4,New Delhi,Jaiprakash Power,569,8.5,4836.5
22097,7,20.0,1.0,15.0,7.0,4,Ratnagiri,Sunil Hitech Eng,574,7.4,4247.6
22098,17,23.0,3.0,18.0,1.0,4,Noida,TransRail Lighting,525,8.2,4305.0
22099,22,22.0,1.0,7.0,1.0,7,Navi Mumbai,Reliance Energy,611,9.3,5682.3
22100,11,22.0,1.0,17.0,1.0,7,Ratnagiri,Sunil Hitech Eng,635,7.4,4699.0
22101,23,22.0,0.0,8.0,1.0,10,Hyderabad,CESC,572,8.4,4804.8
22102,22,23.0,0.0,3.0,1.0,9,Mumbai,Ringfeder Power Transmission India Pvt. Ltd.,394,9.2,3624.8
22103,17,23.0,0.0,16.0,12.0,10,Faridabad,Bonfiglioli Transmission Pvt. Ltd.,774,8.1,6269.4
22104,6,22.0,2.0,18.0,1.0,4,Navi Mumbai,Sterlite Power Transmission Ltd,478,9.3,4445.400000000001
22105,23,22.0,3.0,11.0,12.0,10,Shimla,Torrent Power Ltd.,568,7.7,4373.6
22106,17,23.0,3.0,19.0,1.0,7,Faridabad,GE T&D India Limited,791,8.1,6407.099999999999
22107,16,22.0,3.0,18.0,1.0,12,Gurgaon,Jyoti Structure,732,8.3,6075.6
22108,13,22.0,3.0,21.0,1.0,10,Nagpur,Ringfeder Power Transmission India Pvt. Ltd.,653,8.9,5811.7
22109,19,23.0,1.0,14.0,1.0,9,Nagpur,Bonfiglioli Transmission Pvt. Ltd.,596,8.9,5304.400000000001
22110,8,18.0,2.0,17.0,1.0,10,Faridabad,NTPC Pvt. Ltd.,474,8.1,3839.4
22111,23,23.0,2.0,4.0,1.0,12,Dahej,NLC India,472,7.6,3587.2
22112,14,23.0,1.0,17.0,1.0,11,Chennai,Ringfeder Power Transmission India Pvt. Ltd.,528,8.8,4646.400000000001
22113,5,17.0,0.0,17.0,1.0,7,Dahej,Sunil Hitech Eng,462,7.6,3511.2
22114,15,22.0,0.0,16.0,1.0,6,Chennai,NLC India,512,8.8,4505.6
22115,21,23.0,1.0,6.0,1.0,5,Hyderabad,Jaiprakash Power,515,8.4,4326.0
22116,17,22.0,3.0,20.0,12.0,5,Hyderabad,KEC International,701,8.4,5888.400000000001
22117,11,23.0,1.0,9.0,1.0,5,Kolkata,NTPC Pvt. Ltd.,398,8.7,3462.6
22118,5,23.0,1.0,11.0,1.0,6,Hyderabad,Adani Power Ltd.,338,8.4,2839.2000000000003
22119,5,23.0,2.0,18.0,1.0,8,Hyderabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,599,8.4,5031.6
22120,8,22.0,0.0,7.0,1.0,9,Chennai,Guj Ind Power,398,8.8,3502.4
22121,18,22.0,2.0,3.0,1.0,4,Nagpur,Bonfiglioli Transmission Pvt. Ltd.,345,8.9,3070.5
22122,18,23.0,3.0,16.0,1.0,5,Pune,Orient Green,664,9.1,6042.4
22123,7,20.0,1.0,7.0,1.0,12,Hyderabad,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),279,8.4,2343.6
22124,16,22.0,2.0,9.0,12.0,11,Navi Mumbai,Power Grid Corp,619,9.3,5756.700000000001
22125,22,23.0,3.0,8.0,1.0,2,Vadodara,TransRail Lighting,558,7.8,4352.4
22126,12,23.0,0.0,19.0,12.0,8,Pune,SJVN Ltd.,519,9.1,4722.9
22127,9,23.0,1.0,7.0,1.0,7,Pune,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),531,9.1,4832.099999999999
22128,10,20.0,0.0,11.0,1.0,6,Faridabad,Reliance Energy,469,8.1,3798.9
22129,15,23.0,2.0,18.0,1.0,2,Dahej,CESC,667,7.6,5069.2
22130,23,22.0,0.0,10.0,1.0,7,Chennai,Reliance Power,478,8.8,4206.400000000001
22131,22,22.0,1.0,20.0,1.0,8,Navi Mumbai,Ringfeder Power Transmission India Pvt. Ltd.,654,9.3,6082.200000000001
22132,21,23.0,3.0,9.0,12.0,6,Faridabad,GE T&D India Limited,798,8.1,6463.799999999999
22133,9,17.0,1.0,17.0,1.0,8,Vadodara,Reliance Power,396,7.8,3088.8
22134,19,22.0,0.0,22.0,1.0,5,New Delhi,Indowind Energy,468,8.5,3978.0
22135,17,23.0,0.0,20.0,1.0,7,Gurgaon,Sunil Hitech Eng,517,8.3,4291.1
22136,10,19.0,1.0,7.0,1.0,6,Mumbai,Adani Power Ltd.,325,9.2,2989.9999999999995
22137,22,23.0,1.0,20.0,1.0,12,Navi Mumbai,NHPC,626,9.3,5821.8
22138,12,23.0,2.0,9.0,1.0,11,Hyderabad,Torrent Power Ltd.,409,8.4,3435.6000000000004
22139,23,23.0,0.0,17.0,1.0,2,Gurgaon,Power Grid Corp,602,8.3,4996.6
22140,22,22.0,2.0,11.0,1.0,7,Nagpur,Guj Ind Power,601,8.9,5348.900000000001
22141,21,23.0,1.0,13.0,1.0,12,Ratnagiri,Kalpataru Power,670,7.4,4958.0
22142,8,20.0,1.0,22.0,7.0,11,Gurgaon,Jaiprakash Power,573,8.3,4755.900000000001
22143,22,22.0,1.0,12.0,1.0,1,Nagpur,JSW Energy Ltd.,442,8.9,3933.8
22144,20,23.0,1.0,15.0,1.0,8,Dahej,NTPC Pvt. Ltd.,445,7.6,3382.0
22145,16,23.0,0.0,8.0,1.0,1,Hyderabad,Jaiprakash Power,426,8.4,3578.4
22146,22,23.0,3.0,7.0,1.0,3,Kolkata,GE T&D India Limited,666,8.7,5794.2
22147,20,22.0,3.0,5.0,1.0,8,Gurgaon,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",418,8.3,3469.4
22148,22,23.0,3.0,3.0,1.0,4,Faridabad,Indowind Energy,442,8.1,3580.2
22149,22,23.0,1.0,7.0,1.0,9,Chennai,Tata Power Company Ltd.,529,8.8,4655.200000000001
22150,13,22.0,2.0,6.0,1.0,2,Hyderabad,Kalpataru Power,374,8.4,3141.6
22151,15,23.0,0.0,13.0,1.0,12,Ratnagiri,SJVN Ltd.,358,7.4,2649.2000000000003
22152,10,20.0,0.0,16.0,7.0,10,Vadodara,Jaiprakash Power,635,7.8,4953.0
22153,8,23.0,2.0,14.0,1.0,10,Dahej,Optibelt Power Transmission India Private Limited,589,7.6,4476.4
22154,15,23.0,2.0,18.0,1.0,11,Ratnagiri,JSW Energy Ltd.,656,7.4,4854.400000000001
22155,6,18.0,1.0,21.0,1.0,8,Navi Mumbai,Indowind Energy,413,9.3,3840.9
22156,13,22.0,0.0,14.0,1.0,3,Mumbai,NLC India,495,9.2,4554.0
22157,12,23.0,1.0,14.0,1.0,2,Chennai,Torrent Power Ltd.,534,8.8,4699.200000000001
22158,12,23.0,3.0,9.0,1.0,2,Faridabad,TransRail Lighting,393,8.1,3183.3
22159,17,22.0,0.0,15.0,1.0,8,Chennai,NTPC Pvt. Ltd.,409,8.8,3599.2000000000003
22160,14,22.0,1.0,3.0,1.0,6,Chennai,NHPC,356,8.8,3132.8
22161,11,22.0,0.0,7.0,1.0,3,Dahej,GE T&D India Limited,360,7.6,2736.0
22162,10,23.0,2.0,13.0,1.0,1,Vadodara,GE T&D India Limited,608,7.8,4742.4
22163,8,20.0,3.0,15.0,7.0,8,Mumbai,Sterlite Power Transmission Ltd,671,9.2,6173.2
22164,10,17.0,1.0,8.0,7.0,6,Faridabad,L&T Transmission & Distribution,426,8.1,3450.6
22165,21,22.0,2.0,20.0,1.0,8,Ahmedabad,Optibelt Power Transmission India Private Limited,708,7.9,5593.2
22166,17,22.0,0.0,4.0,1.0,9,Hyderabad,Jaiprakash Power,377,8.4,3166.8
22167,15,23.0,0.0,12.0,1.0,10,Ratnagiri,NTPC Pvt. Ltd.,539,7.4,3988.6
22168,22,22.0,3.0,18.0,1.0,8,Hyderabad,KEC International,758,8.4,6367.2
22169,14,22.0,3.0,19.0,1.0,9,Vadodara,Reliance Energy,595,7.8,4641.0
22170,22,22.0,3.0,20.0,1.0,12,Gurgaon,Bonfiglioli Transmission Pvt. Ltd.,764,8.3,6341.200000000001
22171,13,23.0,1.0,9.0,1.0,12,Hyderabad,Tata Power Company Ltd.,566,8.4,4754.400000000001
22172,15,23.0,1.0,6.0,1.0,11,Ahmedabad,Kalpataru Power,429,7.9,3389.1000000000004
22173,19,23.0,2.0,12.0,1.0,12,Noida,Neueon Towers / Sujana Towers Ltd.,607,8.2,4977.4
22174,21,22.0,2.0,17.0,1.0,10,Shimla,Sunil Hitech Eng,499,7.7,3842.3
22175,16,23.0,1.0,4.0,1.0,7,Nagpur,Jaiprakash Power,569,8.9,5064.1
22176,5,21.0,0.0,15.0,1.0,11,New Delhi,Guj Ind Power,500,8.5,4250.0
22177,13,23.0,3.0,13.0,1.0,10,Faridabad,Optibelt Power Transmission India Private Limited,468,8.1,3790.8
22178,12,23.0,1.0,9.0,1.0,5,Gurgaon,Sterlite Power Transmission Ltd,361,8.3,2996.3
22179,19,23.0,2.0,11.0,1.0,6,Ahmedabad,Power Grid Corp,540,7.9,4266.0
22180,16,22.0,3.0,7.0,1.0,12,Navi Mumbai,Ringfeder Power Transmission India Pvt. Ltd.,510,9.3,4743.0
22181,17,23.0,1.0,19.0,1.0,1,Noida,Sunil Hitech Eng,634,8.2,5198.799999999999
22182,15,23.0,3.0,22.0,1.0,8,Mumbai,NTPC Pvt. Ltd.,808,9.2,7433.599999999999
22183,19,23.0,1.0,13.0,12.0,10,Dahej,NHPC,515,7.6,3914.0
22184,10,21.0,0.0,20.0,1.0,8,Navi Mumbai,TransRail Lighting,436,9.3,4054.8
22185,12,23.0,1.0,5.0,1.0,9,Ahmedabad,NTPC Pvt. Ltd.,298,7.9,2354.2000000000003
22186,11,22.0,1.0,12.0,12.0,8,New Delhi,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),604,8.5,5134.0
22187,18,22.0,2.0,4.0,12.0,3,Mumbai,Power Grid Corp,630,9.2,5796.0
22188,11,22.0,2.0,20.0,1.0,12,Ratnagiri,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",691,7.4,5113.400000000001
22189,22,23.0,1.0,13.0,1.0,4,Noida,Torrent Power Ltd.,556,8.2,4559.2
22190,13,22.0,2.0,13.0,1.0,6,Ahmedabad,Sunil Hitech Eng,568,7.9,4487.2
22191,6,21.0,0.0,3.0,1.0,3,Navi Mumbai,JSW Energy Ltd.,330,9.3,3069.0000000000005
22192,22,23.0,1.0,16.0,1.0,8,Mumbai,JSW Energy Ltd.,538,9.2,4949.599999999999
22193,12,23.0,3.0,10.0,1.0,1,Hyderabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,444,8.4,3729.6
22194,14,22.0,2.0,21.0,1.0,7,Navi Mumbai,Tata Power Company Ltd.,583,9.3,5421.900000000001
22195,10,18.0,0.0,17.0,1.0,7,Ahmedabad,Torrent Power Ltd.,476,7.9,3760.4
22196,8,23.0,2.0,13.0,1.0,4,Dahej,Torrent Power Ltd.,625,7.6,4750.0
22197,20,23.0,2.0,20.0,12.0,11,Hyderabad,Torrent Power Ltd.,820,8.4,6888.0
22198,17,22.0,3.0,16.0,12.0,4,Faridabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,717,8.1,5807.7
22199,22,22.0,3.0,20.0,12.0,6,Vadodara,Ringfeder Power Transmission India Pvt. Ltd.,796,7.8,6208.8
22200,5,19.0,2.0,8.0,1.0,9,Mumbai,Power Grid Corp,240,9.2,2208.0
22201,18,22.0,1.0,7.0,1.0,3,Kolkata,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),353,8.7,3071.1
22202,8,18.0,1.0,6.0,1.0,11,Kolkata,NLC India,197,8.7,1713.9
22203,23,23.0,0.0,18.0,1.0,11,Vadodara,Reliance Power,559,7.8,4360.2
22204,9,20.0,1.0,20.0,1.0,4,Nagpur,SJVN Ltd.,361,8.9,3212.9
22205,13,22.0,0.0,5.0,12.0,4,Vadodara,Sunil Hitech Eng,588,7.8,4586.4
22206,7,17.0,0.0,17.0,1.0,9,Pune,Sterlite Power Transmission Ltd,281,9.1,2557.1
22207,13,23.0,1.0,7.0,1.0,4,Hyderabad,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),318,8.4,2671.2000000000003
22208,18,23.0,3.0,9.0,1.0,9,Gurgaon,Tata Power Company Ltd.,594,8.3,4930.200000000001
22209,19,23.0,1.0,6.0,1.0,2,Vadodara,Power Grid Corp,506,7.8,3946.8
22210,9,17.0,3.0,17.0,1.0,9,Hyderabad,KEC International,528,8.4,4435.2
22211,7,18.0,0.0,19.0,1.0,7,Shimla,Optibelt Power Transmission India Private Limited,522,7.7,4019.4
22212,16,22.0,3.0,11.0,1.0,5,Vadodara,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",502,7.8,3915.6
22213,17,22.0,1.0,17.0,1.0,3,Gurgaon,Sunil Hitech Eng,422,8.3,3502.6000000000004
22214,21,22.0,2.0,11.0,1.0,3,Ahmedabad,TransRail Lighting,667,7.9,5269.3
22215,14,22.0,2.0,22.0,1.0,8,Vadodara,TransRail Lighting,598,7.8,4664.4
22216,19,22.0,1.0,10.0,12.0,5,Ratnagiri,JSW Energy Ltd.,530,7.4,3922.0
22217,6,17.0,1.0,22.0,1.0,1,Dahej,Adani Power Ltd.,460,7.6,3496.0
22218,19,23.0,3.0,22.0,1.0,12,Hyderabad,Kalpataru Power,605,8.4,5082.0
22219,7,18.0,3.0,3.0,1.0,12,Ahmedabad,Sunil Hitech Eng,488,7.9,3855.2
22220,21,23.0,1.0,14.0,1.0,4,Dahej,KEC International,623,7.6,4734.8
22221,7,18.0,3.0,19.0,7.0,10,Noida,Reliance Power,561,8.2,4600.2
22222,10,21.0,1.0,20.0,1.0,7,Dahej,Ringfeder Power Transmission India Pvt. Ltd.,570,7.6,4332.0
22223,8,17.0,2.0,8.0,1.0,5,Mumbai,Orient Green,384,9.2,3532.8
22224,17,22.0,3.0,7.0,1.0,6,Nagpur,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,428,8.9,3809.2
22225,6,17.0,1.0,19.0,1.0,6,Pune,Optibelt Power Transmission India Private Limited,284,9.1,2584.4
22226,7,19.0,2.0,19.0,1.0,7,New Delhi,NTPC Pvt. Ltd.,493,8.5,4190.5
22227,21,22.0,1.0,20.0,1.0,7,Vadodara,Indowind Energy,689,7.8,5374.2
22228,17,23.0,1.0,7.0,1.0,12,Pune,GE T&D India Limited,490,9.1,4459.0
22229,21,22.0,3.0,17.0,1.0,10,Hyderabad,Torrent Power Ltd.,756,8.4,6350.400000000001
22230,8,21.0,1.0,12.0,1.0,12,Mumbai,JSW Energy Ltd.,305,9.2,2806.0
22231,23,22.0,2.0,21.0,1.0,1,Kolkata,SJVN Ltd.,574,8.7,4993.799999999999
22232,9,17.0,1.0,7.0,1.0,4,Ratnagiri,Adani Power Ltd.,303,7.4,2242.2000000000003
22233,9,18.0,2.0,18.0,1.0,6,Mumbai,Reliance Energy,364,9.2,3348.8
22234,18,22.0,1.0,19.0,1.0,1,Nagpur,Jyoti Structure,601,8.9,5348.900000000001
22235,14,23.0,1.0,22.0,1.0,7,Nagpur,CESC,504,8.9,4485.6
22236,8,18.0,3.0,14.0,1.0,6,Ahmedabad,Torrent Power Ltd.,464,7.9,3665.6
22237,19,22.0,2.0,5.0,1.0,1,Vadodara,Torrent Power Ltd.,601,7.8,4687.8
22238,10,20.0,3.0,9.0,1.0,9,Gurgaon,Torrent Power Ltd.,464,8.3,3851.2
22239,10,20.0,0.0,15.0,7.0,10,Kolkata,Reliance Power,364,8.7,3166.8
22240,8,19.0,3.0,14.0,1.0,1,Faridabad,Adani Power Ltd.,498,8.1,4033.8
22241,7,17.0,1.0,4.0,1.0,6,Faridabad,Tata Power Company Ltd.,171,8.1,1385.1
22242,18,23.0,0.0,18.0,1.0,3,Chennai,Ringfeder Power Transmission India Pvt. Ltd.,657,8.8,5781.6
22243,17,23.0,2.0,5.0,1.0,9,Dahej,Power Grid Corp,473,7.6,3594.8
22244,19,22.0,3.0,16.0,1.0,3,Shimla,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",672,7.7,5174.400000000001
22245,5,20.0,3.0,4.0,1.0,1,Kolkata,Reliance Power,332,8.7,2888.4
22246,19,23.0,0.0,18.0,12.0,1,Gurgaon,NHPC,544,8.3,4515.200000000001
22247,21,23.0,3.0,9.0,1.0,10,Vadodara,Ringfeder Power Transmission India Pvt. Ltd.,526,7.8,4102.8
22248,19,23.0,1.0,6.0,1.0,6,Kolkata,Unitech Power Transmission Ltd.,480,8.7,4176.0
22249,18,23.0,3.0,20.0,1.0,2,Hyderabad,Jyoti Structure,661,8.4,5552.400000000001
22250,20,23.0,1.0,19.0,1.0,11,Chennai,NLC India,618,8.8,5438.400000000001
